,094,HIV/AIDS,Prevention,,Blood safety,Blood safety,,Laboratory - Blood Transfusion Lab Analysis,,Blood safety,added from Uganda HBP,Peru,Aldridge (2009); BMC Public Health,per capita,Blood safety,None,0.004362356,0.353612769,United States (2008); currency year stated,0.004362356,0.353612769,0.441579691,43.02495015,97.434,Yes,2008 US$,Total Population,,,1.00%,Total Population," 18,898,441 ",1%,,188984.41,,100.00%,100%,,100%,,,,,6.765,Cost of HIV-Ab test in Ghana  from van Hulst et al. (2008); https://www.sciencedirect.com/science/article/pii/S1098301510605608,6.765,130.817196,130.817196,Not available,130.817196,Malawi estimate (2016),0,0,0,0,0,0,0,0,2.438879082,10.21943954,2.341681377,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,095,HIV/AIDS,Prevention,,Screen HIV+ cases for TB,Screen HIV+ cases for TB,,HIV/AIDS Program - Established Medically Complex,,Screen HIV+ cases for TB,added from Uganda HBP,Uganda,Shah (2014); AIDS,0,Xpert combined with LF-LAM for HIV-infected individuals with signs/symptoms of TB in Uganda,Nothing,,,,1.022729032,114.84493,1.022729032,116.2230692,113.640,,,Direct entry,352,100.00%,100.00%,Total HIV Population," 1,045,011 ",100%,DHA prevalence,1045011,95.00%,60.00%,90%,from DHA 95-95-95 goals,90%,11.96721489,11.96721489,11.96721489,11.96721489,,,11.96721489,15.1482091,15.1482091,Not available,15.1482091,Malawi estimate (2016),18.51354935,26.34828508,5.235442628,13.74163665,19.56152023,4,0.393518902,0.393518902,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,Nothing,,,,,,,,,,,,,,,,,,,,,,,,,
,096,HIV/AIDS,Treatment of STIs,Treatment of gonorrhea,Treatment of gonorrhea,Treatment of gonorrhea,,STI,,Treatment of gonorrhea,added from Uganda HBP,"Afr-E region (Botswana, Burundi, Central African Republic, Congo, Côte d'Ivoire, Democratic Republic Of The Congo, Eritrea, Ethiopi
Mozambique, Namibia, Rwanda, South Africa, Swaziland, Uganda, United Republic of Tanzania, Zambia, Zimbabwe )",Hogan et al. (2005),per capita,"Treatment of sexually transmitted infections (Provided in primary care facilities, available to anyone who requests it; includes visits, drugs, counselling, advice on protection, and condom distribution if requested; effectiveness scaled by access and likelihood of using the services)",Nothing,0.012564965,0.405264366,Int $ (2000),0.012564965,0.405264366,8.759662256,127.9503092,14.607,Yes,2000 Int$,,,,0.00%,Adults 15-49 years," 9,162,016 ",0.300%,GBD STI,27440.23792,,70.00%,60%,Ng'ambi 2020 adult,60%,0,0,0.817759684,0.817759684,,,0.817759684,0.62440858,0.62440858,0.051708,0.051708,New Malawi estimate (2021),5,4.907896622,1.291582499,1.580052088,6.220468791,0.580052088,0.580052088,0.580052088,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,Nothing,,,,,,,,,,,,,,,,,,,,,,,,,
,097,HIV/AIDS,Treatment of STIs,Treatment of chlamydia,Treatment of chlamydia,Treatment of chlamydia,,STI,,Treatment of chlamydia,added from Uganda HBP,"Afr-E region (Botswana, Burundi, Central African Republic, Congo, Côte d'Ivoire, Democratic Republic Of The Congo, Eritrea, Ethiopi
Mozambique, Namibia, Rwanda, South Africa, Swaziland, Uganda, United Republic of Tanzania, Zambia, Zimbabwe )",Hogan et al. (2005),per capita,"Treatment of sexually transmitted infections (Provided in primary care facilities, available to anyone who requests it; includes visits, drugs, counselling, advice on protection, and condom distribution if requested; effectiveness scaled by access and likelihood of using the services)",Nothing,0.012564965,0.405264366,Int $ (2000),0.012564965,0.405264366,5.247037692,76.64223519,14.607,Yes,2000 Int$,,,,0.00%,Adults 15-49 years," 9,162,016 ",1%,GBD STI,45810.08,,70.00%,60%,Ng'ambi 2020 adult,60%,0,0,3.558251894,3.558251894,,,3.558251894,3.96832107,3.96832107,0.289464,0.289464,New Malawi estimate (2021),5,4.907896622,1.291582499,1.580052088,6.220468791,0.580052088,0.580052088,0.580052088,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,Nothing,,,,,,,,,,,,,,,,,,,,,,,,,
,098,HIV/AIDS,Treatment of STIs,Treatment of syphillis,Treatment of syphillis,Treatment of syphillis,,,,Treatment of syphillis,added from Uganda HBP,Zimbabwe,Hansen (2008); Cost Eff Resour Alloc,0,Syphilis treatment as an inpatient,None,,,,0,,0,,,,,,,,0.00%,Adults 15-49 years," 9,162,016 ",0%,GBD STI,8245.8144,,70.00%,60%,Ng'ambi 2020 adult,60%,0,0,4.374017042,4.374017042,,,4.374017042,,4.374017042,Not available,4.374017042,Uganda estimate (2020),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,NA,NA,NA,NA,NA,remove - CE evidence not appropriate,2008-01-01767-26,Syphilis treatment as an inpatient,Syphilis treatment as an inpatient,,None,Zimbabwe,3725,18.63269884,0,0,0,0,0,0,0,0,Hansen,2008,Zimbabwe,1997,Setting priorities for the health care sector in Zimbabwe using cost-effectiveness analysis and estimates of the burden of disease,,,,,,,,,
,099,HIV/AIDS,Treatment of STIs,Treatment of Meningococcal meningitis,Treatment of Meningococcal meningitis,Treatment of Meningococcal meningitis,,,,Treatment of Meningococcal meningitis,added from Uganda HBP,Zimbabwe,Hansen (2008); Cost Eff Resour Alloc,0,Meningococcal meningitis treatment as an inpatient,None,,,,0,,0,,,,,Meningococcal meningitis cases,,,,Adults 15-49 years," 9,162,016 ",,,,,100.00%,100%,,100%,0,0,1.236612205,1.236612205,,,1.236612205,,1.236612205,Not available,1.236612205,Uganda estimate (2020),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,Incomplete,Incomplete,Complete,Incomplete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,100,HIV/AIDS,Treatment of STIs,Treatment of trichomoniasis,Treatment of trichomoniasis,Treatment of trichomoniasis,,STI,,Treatment of trichomoniasis,added from Uganda HBP,"Afr-E region (Botswana, Burundi, Central African Republic, Congo, Côte d'Ivoire, Democratic Republic Of The Congo, Eritrea, Ethiopi
Mozambique, Namibia, Rwanda, South Africa, Swaziland, Uganda, United Republic of Tanzania, Zambia, Zimbabwe )",Hogan et al. (2005),per capita,"Treatment of sexually transmitted infections (Provided in primary care facilities, available to anyone who requests it; includes visits, drugs, counselling, advice on protection, and condom distribution if requested; effectiveness scaled by access and likelihood of using the services)",Nothing,0.012564965,0.405264366,Int $ (2000),0.012564965,0.405264366,2.547105676,37.20496854,14.607,Yes,2000 Int$,,,,0.00%,Adults 15-49 years," 9,162,016 ",1%,GBD STI,94368.7648,,70.00%,60%,Ng'ambi 2020 adult,60%,0,0,0.438797879,0.438797879,,,0.438797879,0.59057669,0.59057669,0.0678,0.0678,New Malawi estimate (2021),5,4.907896622,1.291582499,1.580052088,6.220468791,0.580052088,0.580052088,0.580052088,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,Nothing,,,,,,,,,,,,,,,,,,,,,,,,,
,101,HIV/AIDS,Treatment of STIs,Treatment of PID (Pelvic Inflammatory Disease),Treatment of PID (Pelvic Inflammatory Disease),Treatment of PID (Pelvic Inflammatory Disease),,STI,,Treatment of PID (Pelvic Inflammatory Disease),added from Uganda HBP,"Afr-E region (Botswana, Burundi, Central African Republic, Congo, Côte d'Ivoire, Democratic Republic Of The Congo, Eritrea, Ethiopi
Mozambique, Namibia, Rwanda, South Africa, Swaziland, Uganda, United Republic of Tanzania, Zambia, Zimbabwe )",Hogan et al. (2005),per capita,"Treatment of sexually transmitted infections (Provided in primary care facilities, available to anyone who requests it; includes visits, drugs, counselling, advice on protection, and condom distribution if requested; effectiveness scaled by access and likelihood of using the services)",Nothing,0.012564965,0.405264366,Int $ (2000),0.012564965,0.405264366,10.0904571,147.3889138,14.607,Yes,2000 Int$,,,,25.25%,Adults 15-49 years," 9,162,016 ",0.260%,GBD STI,23821.2416,,70.00%,90%,Ng'ambi 2020 adult/increase with severity,90%,0,0,5.445082774,5.445082774,,,5.445082774,7.24750994,7.24750994,6.150588,6.150588,New Malawi estimate (2021),5,4.907896622,1.291582499,1.580052088,6.220468791,0.580052088,0.580052088,0.580052088,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,Nothing,,,,,,,,,,,,,,,,,,,,,,,,,
,102,Malaria,Malaria Prevention,Larviciding,Larviciding,Larviciding,,,Community,Larviciding,,,,0,The Guinea Worm Eradication Programme,,,,,,,,,,,,Direct entry - number of districts,0,100.00%,20.00%,5 districts, 29 ,20%,,5.8,100.00%,41.00%,100%,,100%,0,0,0,0,1.44,Rahman et al. (2016),1.44,0,0,Not available,0,Malawi estimate (2016),,,,,,,,,,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,remove - larviciding for Guinea worm disease not relevant to Malawi,2017-01-03769-03,The Guinea Worm Eradication Programme,"The Guinea Worm Eradication Programme - includes: 1) community-based education of residents about the disease and prevention, 2) filtration of drinking water through cloth and pipe filters, 3) treatment of contaminated stagnant water with ABATE larvicide (1986 - 2030)",,None,International,222,242.4131687,0,0,0,0,0,0,0,0,Fitzpatrick,2017,United States,2015,The cost-effectiveness of an eradication programme in the end game: Evidence from guinea worm disease,,,,,,,,,
,103,Malaria,Malaria Prevention,ITN distribution to pregnant women,ITN distribution to pregnant women,ITN distribution to pregnant women,,,Primary,ITN distribution to pregnant women,,"Congo, Rep.",Becker-Dreps (2009); Am J Trop Med Hyg,per capita,Long-lasting insecticide-treated bed nets (ITNs) + information on correct use and malaria transmission,None,1.75149E-05,0.0003016,United States (2005); currency year stated,1.75149E-05,0.0003016,0.000352889,0.008051537,22.816,Yes,2005 US$,Pregnant women,"6,760",100.00%,100.00%,Pregnant women," 949,472 ",100%,,949472,87.00%,70.00%,95%,ANC coverage,87%,0,2.991803722,2.991803722,0,,,2.991803722,6.47464228,6.47464228,0.8124,0.8124,New Malawi estimate (2021),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,NA,NA,NA,NA,NA,remove - CE evidence was only avaible for general ITN distribution,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,104,Malaria,Malaria Prevention,ITN distribution to New Born Babies,ITN distribution to New Born Babies,ITN distribution to New Born Babies,,,Primary,,,,,,,,,,,,,,,,,,,,,,Live births," 620,346 ",100%,,620346,,,98%,Facility birth coverage,98%,,,,,,,,,,0.8124,0.8124,New Malawi estimate (2021),,,,,,,,,,,,,,,,,,,,,,No,Incomplete,Complete,Complete,Incomplete,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105,Malaria,Malaria Prevention,Mass ITN Distribution,ITN distribution to pregnant women,Mass ITN Distribution,,Community-based intervention,Community,ITN distribution to pregnant women,,"Congo, Rep.",Becker-Dreps (2009); Am J Trop Med Hyg,per capita,Long-lasting insecticide-treated bed nets (ITNs) + information on correct use and malaria transmission,None,1.75149E-05,0.0003016,United States (2005); currency year stated,1.75149E-05,0.0003016,0.000352889,0.008051537,22.816,Yes,2005 US$,Pregnant women,"6,760",100.00%,100.00%,Pregnant women," 949,472 ",100%,,949472,87.00%,70.00%,95%,ANC coverage,87%,0,2.991803722,2.991803722,0,,,2.991803722,6.47464228,6.47464228,0.8124,0.8124,New Malawi estimate (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,NA,NA,NA,NA,NA,remove - repetition (134),,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,106,Malaria,Malaria Prevention,Indoor residual spraying drugs,Indoor residual spraying drugs,Indoor residual spraying drugs,,,Community,Indoor residual spraying drugs,,,White et al 2011,0,Indoor residual spraying (IRS)Indoor residual spraying (IRS),,,,,0,,0,,,,,Number of households,"35,896",100.00%,30.00%,Number of households in high risk districts," 45,283 ",100%,Malaria program,45283,87.00%,70.00%,90%,,87%,0,0,0,0,0.86,Guyatt et al. (2002) https://pubmed.ncbi.nlm.nih.gov/12000774/,0.86,0,0,Not available,0,Malawi estimate (2016),,,,,,,,,,,,,,,,,,,,,,Yes,Incomplete,Complete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,107,Malaria,Malaria Prevention,IPT (pregnant women),IPT (pregnant women),IPT (pregnant women),,Antenatal Care - Followup Visit,Community,IPT (pregnant women),,Uganda,Morel (2005); BMJ,per capita,Intermittent presumptive treatment with sulfadoxine-pyrimethamine in pregnancy for malaria 95% coverage,Standard/Usual Care,0.000103686,0.03646813,Int $ (2000),0.000103686,0.03646813,0.002089059,0.332753111,159.284,Yes,2000 Int$,Pregnant women,"6,760",100.00%,100.00%,Pregnant women," 949,472 ",100%,,949472,72.00%,41.00%,95%,ANC coverage,72%,0,0,0.059836074,0.059836074,,,0.059836074,0.15034046,0.15034046,0.15066,0.15066,New Malawi estimate (2021),0.291423118,0.291423118,3.130165832,9.229970856,0.708576882,3.5,0.287426935,0.287426935,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Complete,Complete,Complete,Complete,New data available,,2017-01-03764-05,3-IPT High (intermittent preventive treatment with sulfadoxine pyrimethamine),3-IPT High (intermittent preventive treatment with sulfadoxine pyrimethamine),,Standard/Usual Care,Malawi,2.35911,2.57603302,0,0,393772,5400,0,0,0,0,Choi,2017,United States,2015,,,,,,,,,,
,108,Malaria,Uncomplicated malaria treatment,"Uncomplicated (adult, <36 kg) ",Case management with artemisinin based combination therapy (80% coverage),Uncomplicated malaria treatment,,Over 5 Outpatient visit,Primary,Case management with artemisinin based combination therapy (80% coverage),,Uganda,Morel (2005); BMJ,per capita,Case management with artemisinin based combination therapy (80% coverage),Standard/Usual Care,0.008946675,0.343422086,Int $ (2000),0.008946675,0.343422086,0.044543849,0.774339067,17.384,Yes,2000 Int$,,,,100.00%,Total population >5," 16,009,457 ",24%,Malawi Malaria Indicator Survey 2017,3842269.68,59.00%,100.00%,80%,Ng'ambi 2020 adult,59%,,,,,2.543033164,Malaria treatment cost from OHT,2.543033164,,2.543033164,0.816624,0.816624,New Malawi estimate (2021),1.238950168,9.034712305,1.849883622,13.86759714,18.16322923,0.457252627,2.5480796,6.049689834,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Complete,Complete,Complete,Complete,New data available,,,,,,Standard/Usual Care,,,,,,,,,,,,,,,,,,,,,,,,,
,109,Malaria,Uncomplicated malaria treatment,"Uncomplicated (adult, >36 kg)",Case management with artemisinin based combination therapy (80% coverage),"Uncomplicated (adult, >36 kg)",,,Primary,Case management with artemisinin based combination therapy (80% coverage),,Uganda,Morel (2005); BMJ,per capita,Case management with artemisinin based combination therapy (80% coverage),Standard/Usual Care,0.008946675,0.343422086,Int $ (2000),0.008946675,0.343422086,#VALUE!,,,Yes,2000 Int$,,,,100.00%,,,,,,,100.00%,80%,Ng'ambi 2020 adult,80%,,,,,2.543033164,Malaria treatment cost from OHT,2.543033164,,2.543033164,0.816624,0.816624,New Malawi estimate (2021),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,NA,NA,NA,NA,NA,remove - repetitive (see intervention 108),,,,,Standard/Usual Care,,,,,,,,,,,,,,,,,,,,,,,,,
,110,Malaria,Complicated malaria treatment ,,"Complicated (adults, injectable artesunate)",Complicated malaria treatment (adults),,,,"Complicated (adults, injectable artesunate)",added from Uganda HBP,,,0,,,,,,,,,,,,,People 5+,"149,970",2.80%,2.89%,Total malaria cases >5," 3,890,298 ",3%,Malawi Malaria Indicator Survey 2017,132270.132,100.00%,100.00%,100%,increase for severity,100%,36.19584602,36.19584602,36.19584602,36.19584602,,,36.19584602,36.195846,36.195846,0,0,New Malawi estimate (2021),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,Incomplete,Complete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,111,Malaria,Uncomplicated malaria treatment,"Uncomplicated - 2nd line (adult, <36 kg)","Uncomplicated - 2nd line (adult, <36 kg)","Uncomplicated - 2nd line (adult, <36 kg)",,,Secondary,,,,,,,,,,,,,,,,,,People 5+,"140,159",11.50%,,Total malaria cases >5," 3,890,298 ",12%,Malawi Malaria Indicator Survey 2017,447384.27,7.00%,,100%,Assume already received treatment,7%,,,,,,,,0.43168452,0.43168452,0.828912,0.828912,New Malawi estimate (2021),,,,,,,,,,,,,,,,,,,,,,No,Incomplete,Complete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,Malaria,Uncomplicated malaria treatment,"Uncomplicated - 2nd line (adult, >36 kg)","Uncomplicated - 2nd line (adult, >36 kg)","Uncomplicated - 2nd line (adult, >36 kg)",,,Secondary,,,,,,,,,,,,,,,,,,People 5+,"140,159",11.50%,,Total malaria cases >5," 3,890,298 ",12%,Malawi Malaria Indicator Survey 2017,447384.27,3.00%,,100%,Assume already received treatment,3%,,,,,,,,0.86336905,0.86336905,0.707844,0.707844,New Malawi estimate (2021),,,,,,,,,,,,,,,,,,,,,,No,Incomplete,Complete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113,Malaria,Uncomplicated malaria treatment,"Uncomplicated (children, <15 kg)",Uncomplicated malaria treatment (<5 years) - moderate to high transmission settings,"Uncomplicated (children, <15 kg)",,,Primary,Uncomplicated malaria treatment (<5 years) - moderate to high transmission settings,,Uganda,Pfeil (2015); Am J Trop Med Hyg,0,Dihydroartemisinin piperaquine for first line treatment of plasmodium falciparum malaria,Standard/Usual Care- Artemether-Lumefantrine for first line treatment,,,,,,,,,,,,,,,Children 0-59 months," 2,888,984 ",37%,https://www.sciencedirect.com/science/article/pii/S240584402030791X,1068924.08,,,80%,Ng'ambi 2020 adult/child,80%,,,,,,,0,,0,2.26938,2.26938,New Malawi estimate (2021),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,NA,NA,NA,NA,NA,remove - repetitive (see interventions 116 and 117),,,,,Standard/Usual Care- Artemether-Lumefantrine for first line treatment,,,,,,,,,,,,,,,,,,,,,,,,,
,114,Malaria,Uncomplicated malaria treatment,"Uncomplicated (children, <15 kg)",Combined antimalarial and antibacterial rectal formulation (< 5 years),"Uncomplicated (children, <15 kg)",,,Primary,Combined antimalarial and antibacterial rectal formulation (< 5 years),,Uganda,Buchanan (2010); PLoS One,0,Combined antimalarial and antibacterial rectal formulation added to usual practice,Standard/Usual Care,,,,,,,,,,,,,,,Children 0-59 months," 2,888,984 ",37%,https://www.sciencedirect.com/science/article/pii/S240584402030791X,1068924.08,,,80%,Ng'ambi 2020 adult/child,80%,,,,,,,0,,0,2.26938,2.26938,New Malawi estimate (2021),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,NA,NA,NA,NA,NA,remove - repetitive (see interventions 116 and 117),,,,,Standard/Usual Care,,,,,,,,,,,,,,,,,,,,,,,,,
,115,Malaria,Uncomplicated malaria treatment,"Uncomplicated (children, <15 kg)",Rectal antimalarial treatment (<5 years),Rectal antimalarial treatment (<5 years),,,Primary,Rectal antimalarial treatment (<5 years),,Uganda,Buchanan (2010); PLoS One,0,Rectal antimalarial treatment added to usual practice,Standard/Usual Care,,,,,,,,,,,,,,,Children 0-59 months," 2,888,984 ",37%,https://www.sciencedirect.com/science/article/pii/S240584402030791X,1068924.08,,,80%,Ng'ambi 2020 adult/child,80%,,,,,,,0,,0,1.56,1.56,New Malawi estimate (2021),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,Incomplete,Complete,Complete,Incomplete,New data available,,,,,,Standard/Usual Care,,,,,,,,,,,,,,,,,,,,,,,,,
,116,Malaria,Uncomplicated malaria treatment,"Uncomplicated (children, <15 kg)",Dihydroartemisinin piperaquine for first line treatment of plasmodium falciparum malaria - under 5,First line malaria treatment with Dihydroartemisinin piperaquin (Children),,Under 5 Outpatient Visit,Primary,Dihydroartemisinin piperaquine for first line treatment of plasmodium falciparum malaria - under 5,,Uganda,Pfeil (2015); Am J Trop Med Hyg,0,Dihydroartemisinin piperaquine for first line treatment of plasmodium falciparum malaria - under 5,Standard/Usual Care,,,,0.03,0.082275,0.03,0.0832623,2.775,,,,,,100.00%,Children 0-59 months," 2,888,984 ",37.00%,https://www.sciencedirect.com/science/article/pii/S240584402030791X,1068924.08,59.00%,100.00%,80%,Ng'ambi 2020 adult/child,59%,,,,,3.5,Pfeil (2015) - https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4703290/,3.5,,3.5,2.26938,2.26938,New Malawi estimate (2021),7,5.283719796,0.880739061,7.49135629,10.4628284,3.5,2.5,3.332945747,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Complete,Complete,Complete,Complete,New data available,,,,,,Standard/Usual Care,,,,,,,,,,,,,,,,,,,,,,,,,
,117,Malaria,Uncomplicated malaria treatment,"Uncomplicated (children, <15 kg)",Home management of fevers using antimalarial (artesunate- amodiaquine AAQ) - under 5,Home management of fevers using antimalarial (artesunate- amodiaquine AAQ) (under 5),,Community-based intervention,Community,Home management of fevers using antimalarial (artesunate- amodiaquine AAQ) - under 5,,Ghana,Nonvignon (2012); Trop Med Int Health,per capita,Febrile children 2–59 months received artesunate–amodiaquine when taken to community health workers (CHWs) by their caregivers and diagnosed of having uncomplicated fever,Standard/Usual Care,0.168766287,11.51032292,United States (2009); currency year stated,0.168766287,11.51032292,26.26364351,2160.250407,82.253,Yes,2009 US$,,,,30.00%,Total Malaria infection children 0-59 months," 1,068,924 ",11.50%,Malawi Malaria Indicator Survey 2017,122926.26,,87.00%,80%,Ng'ambi 2020 adult/child,80%,,,,,2.543033164,Malaria treatment cost from OHT,2.543033164,,2.543033164,2.26938,2.26938,New Malawi estimate (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Complete,Complete,Complete,Complete,New data available,,,,,,Standard/Usual Care,,,,,,,,,,,,,,,,,,,,,,,,,
,118,Malaria,Uncomplicated malaria treatment,"Uncomplicated (children, >15 kg)","Uncomplicated (children, >15 kg)","Uncomplicated (children, >15 kg)",,,Primary,,,,,,,,,,,,,,,,,,Children 0-4 years,"27,160",14.00%,,Children 5-14 years," 5,619,432 ",,,,41.00%,,80%,Ng'ambi 2020 adult/child,41%,,,,,,,,14.5601225,14.5601225,1.894368,1.894368,New Malawi estimate (2021),,,,,,,,,,,,,,,,,,,,,,No,Incomplete,Incomplete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,119,Malaria,Uncomplicated malaria treatment,"Uncomplicated (children, >15 kg)",Combined antimalarial and antibacterial rectal formulation added to usual practice (5 and over),Combined antimalarial and antibacterial rectal formulation for malaria treament,,,,Combined antimalarial and antibacterial rectal formulation added to usual practice (5 and over),The intervention should be updated to complicated/severe malaria,Uganda,Buchanan (2010); PLoS One,0,Combined antimalarial and antibacterial rectal formulation added to usual practice,Standard/Usual Care,,,,,,,,,,,,,,,Children 5-14 years," 5,619,432 ",24%,Malawi Malaria Indicator Survey 2017,1348663.68,,,,,,,,,,,,0,,0,1.894368,1.894368,New Malawi estimate (2021),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,Incomplete,Incomplete,Complete,Incomplete,New data available,,,,,,Standard/Usual Care,,,,,,,,,,,,,,,,,,,,,,,,,
,120,Malaria,Uncomplicated malaria treatment,"Uncomplicated (children, >15 kg)",Rectal antimalarial treatment (5 and over years),Rectal antimalarial treatment (5 and over years),,,,Rectal antimalarial treatment (5 and over years),The intervention should be updated to complicated/severe malaria,Uganda,Buchanan (2010); PLoS One,0,Rectal antimalarial treatment added to usual practice,Standard/Usual Care,,,,,,,,,,,,,,,Children 5-14 years," 5,619,432 ",24%,Malawi Malaria Indicator Survey 2017,1348663.68,,,,,,,,,,,,0,,0,1.894368,1.894368,New Malawi estimate (2021),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,Incomplete,Incomplete,Complete,Incomplete,New data available,,,,,,Standard/Usual Care,,,,,,,,,,,,,,,,,,,,,,,,,
,121,Malaria,Uncomplicated malaria treatment,"Uncomplicated - 2nd line (children, <15 kg)","Uncomplicated - 2nd line (children, <15 kg)","Uncomplicated - 2nd line (children, <15 kg)",,,,,,,,,,,,,,,,,,,,,Children 0-4 years,"27,160",14.00%,,Children 0-59 months x incidence 2nd line,,,,,2.00%,,100%,Assume already received treatment,2%,,,,,,,,0.10785639,0.10785639,2.161032,2.161032,New Malawi estimate (2021),,,,,,,,,,,,,,,,,,,,,,No,Incomplete,Incomplete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,122,Malaria,Uncomplicated malaria treatment,"Uncomplicated - 2nd line (children, >15 kg)","Uncomplicated - 2nd line (children, >15 kg)","Uncomplicated - 2nd line (children, >15 kg)",,,,,,,,,,,,,,,,,,,,,Children 0-4 years,"27,160",14.00%,,Children 0-59 months x incidence 2nd line,,,,,1.00%,,100%,Assume already received treatment,1%,,,,,,,,0.21584226,0.21584226,2.1606,2.1606,New Malawi estimate (2021),,,,,,,,,,,,,,,,,,,,,,No,Incomplete,Incomplete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,123,Malaria,Uncomplicated malaria treatment,Uncomplicated - First trimester pregnancy,Uncomplicated - First trimester pregnancy,Uncomplicated - First trimester pregnancy,,,,,,,,,,,,,,,,,,,,,,,,,Pregnant women x incidence * (1/3)," 949,472 ",,,,,,,,,,,,,,,,,,3.377964,3.377964,New Malawi estimate (2021),,,,,,,,,,,,,,,,,,,,,,No,Incomplete,Incomplete,Complete,Incomplete,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,124,Malaria,Uncomplicated malaria treatment,Uncomplicated - Second trimester pregnancy,Uncomplicated - Second trimester pregnancy,Uncomplicated - Second trimester pregnancy,,,,,,,,,,,,,,,,,,,,,,,,,Pregnant women x incidence * (1/3)," 949,472 ",,,,,,,,,,,,,,,,,,0,0,New Malawi estimate (2021),,,,,,,,,,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,"remove - this is already included in 108, 116, 117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,Malaria,Complicated malaria treatment ,"Complicated (children, injectable artesunate)","Complicated (children, injectable artesunate)","Complicated (children, injectable artesunate)",,Under 5 Outpatient Visit,Secondary,"Complicated (children, injectable artesunate)",,Uganda,Lubell (2011); Bull World Health Organ,0,Parental artesunate,Standard/Usual Care- Quinine dihyrocholride,,,,0.7,3.576,0.7,3.618912,5.170,,,Children 0-4 years,"20,962",0.30%,0.39%,"Total Malaria cases, children 0-59 months"," 1,068,924 ",3.40%,Malawi Malaria Indicator Survey 2017,36343.416,100.00%,100.00%,100%,increase for severity,100%,12.88724775,12.88724775,12.88724775,12.88724775,,,12.88724775,12.8872478,12.8872478,7.086012,7.086012,New Malawi estimate (2021),7,5.283719796,0.880739061,7.49135629,10.4628284,3.5,2.5,3.332945747,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Complete,Complete,Complete,Complete,New data available,,,,,,Standard/Usual Care- Quinine dihyrocholride,,,,,,,,,,,,,,,,,,,,,,,,,
,126,Malaria,Complicated malaria treatment ,Pregnant women - complicated,Pregnant women - complicated,Complicated malaria treatment (pregnant women),,,Secondary,,,,,,,,,,,,,,,,,,Pregnant women,"6,760",1.70%,,Pregnant women x incidence complicated," 949,472 ",,,,100.00%,,100%,increase for severity,100%,,,,,,,,28.4512549,28.4512549,2.38518,2.38518,New Malawi estimate (2021),,,,,,,,,,,,,,,,,,,,,,No,Incomplete,Incomplete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
